id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
65629,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,graphic,three-quarter sleeves,regular sleeves,default
65630,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,long sleeves,regular sleeves,
65631,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
65633,Women Tops & Tunics,10,blue,,,,casual,solid,,,puff sleeves,
65634,Women Tops & Tunics,10,blue,,,,casual,solid,,,puff sleeves,
65635,Women Tops & Tunics,10,maroon,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
65636,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,short sleeves,default,knitted
65638,Women Tops & Tunics,10,white,,,default,casual,solid,,,,
65639,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
65640,Women Tops & Tunics,10,white,fitted,,round neck,casual,solid,solid,long sleeves,,
65641,Women Tops & Tunics,10,,,,square neck,casual,solid,solid,short sleeves,,knitted
65642,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,ruffles
65643,Women Tops & Tunics,10,multicolor,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,knitted
65645,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
65646,Women Tops & Tunics,10,red,regular,regular,,casual,solid,solid,three-quarter sleeves,,
65647,Women Tops & Tunics,10,black,default,,,casual,default,floral,three-quarter sleeves,regular sleeves,default
65648,Women Tops & Tunics,10,,fitted,regular,,casual,solid,,,default,
65649,Women Tops & Tunics,10,black,regular,,,casual,solid,solid,,,
65650,Women Tops & Tunics,10,black,default,,,casual,printed,floral,,,tie-ups
65652,Women Tops & Tunics,10,yellow,regular,regular,default,casual,printed,floral,short sleeves,regular sleeves,ruffles
65653,Women Tops & Tunics,10,default,,,,casual,solid,,long sleeves,,knitted
65654,Women Tops & Tunics,10,pink,,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
65655,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
65657,Women Tops & Tunics,10,black,fitted,,,casual,solid,,,,
65658,Women Tops & Tunics,10,,,,square neck,casual,solid,,,,
65659,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
65660,Women Tops & Tunics,10,,,crop,,casual,solid,,long sleeves,regular sleeves,
65661,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
65662,Women Tops & Tunics,10,,,crop,high,casual,default,default,sleeveless,,
65663,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,waist tie-ups
65664,Women Tops & Tunics,10,,,regular,,casual,solid,,long sleeves,,ruffles
65666,Women Tops & Tunics,10,pink,fitted,,,casual,solid,,short sleeves,puff sleeves,
65668,Women Tops & Tunics,10,white,regular,crop,default,casual,printed,,short sleeves,regular sleeves,
65669,Women Tops & Tunics,10,,,regular,,casual,solid,solid,short sleeves,puff sleeves,
65670,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
65671,Women Tops & Tunics,10,default,,,,casual,solid,solid,,puff sleeves,
65672,Women Tops & Tunics,10,,,,,casual,solid,solid,long sleeves,regular sleeves,waist tie-ups
65673,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
65674,Women Tops & Tunics,10,blue,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
65675,Women Tops & Tunics,10,blue,regular,crop,round neck,casual,solid,,,regular sleeves,knitted
65676,Women Tops & Tunics,10,pink,regular,regular,high,casual,solid,solid,short sleeves,puff sleeves,knitted
65677,Women Tops & Tunics,10,default,regular,regular,default,casual,printed,floral,three-quarter sleeves,regular sleeves,
65678,Women Tops & Tunics,10,,,,v-neck,casual,solid,solid,,,
65679,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
65680,Women Tops & Tunics,10,pink,regular,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,
65681,Women Tops & Tunics,10,,,,high,casual,solid,default,sleeveless,,
65682,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
65683,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,ruffles
65684,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,default,tie-ups
65686,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,printed,default,short sleeves,regular sleeves,ruffles
65687,Women Tops & Tunics,10,pink,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
65688,Women Tops & Tunics,10,,,,v-neck,casual,solid,,long sleeves,,
65689,Women Tops & Tunics,10,,,,sweetheart neck,casual,solid,solid,,,knitted
65690,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,default,
65691,Women Tops & Tunics,10,default,default,crop,default,casual,solid,solid,short sleeves,regular sleeves,
65692,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
65693,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,
65694,Women Tops & Tunics,10,white,,,,casual,printed,,,,
65695,Women Tops & Tunics,10,black,regular,regular,default,casual,solid,solid,short sleeves,regular sleeves,
65696,Women Tops & Tunics,10,pink,,crop,high,casual,solid,solid,,sleeveless,
65699,Women Tops & Tunics,10,pink,regular,,round neck,casual,solid,solid,long sleeves,default,
65700,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,default,default,long sleeves,,knitted
65701,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,
65702,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
65703,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,,short sleeves,regular sleeves,
65704,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,
65705,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
65706,Women Tops & Tunics,10,blue,,,,casual,solid,solid,long sleeves,regular sleeves,
65708,Women Tops & Tunics,10,pink,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,,knitted
65709,Women Tops & Tunics,10,green,fitted,crop,high,casual,solid,solid,short sleeves,default,
65710,Women Tops & Tunics,10,,fitted,regular,,casual,printed,default,,puff sleeves,
65714,Women Tops & Tunics,10,navy blue,fitted,,v-neck,casual,solid,,,regular sleeves,
65716,Women Tops & Tunics,10,,,,high,casual,solid,solid,,,knitted
65718,Women Tops & Tunics,10,pink,,regular,v-neck,casual,solid,,,puff sleeves,
65719,Women Tops & Tunics,10,pink,,regular,v-neck,casual,solid,,,default,
65720,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
65721,Women Tops & Tunics,10,yellow,boxy,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,
65724,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
65725,Women Tops & Tunics,10,,regular,,,casual,solid,,,default,knitted
65726,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
65727,Women Tops & Tunics,10,white,regular,,,casual,solid,solid,,,
65731,Women Tops & Tunics,10,black,regular,regular,high,casual,solid,solid,three-quarter sleeves,default,
65732,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups
65733,Women Tops & Tunics,10,maroon,regular,,round neck,casual,solid,,,regular sleeves,knitted
65734,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
65735,Women Tops & Tunics,10,,,regular,,casual,solid,,short sleeves,puff sleeves,
65736,Women Tops & Tunics,10,,regular,regular,,casual,solid,solid,long sleeves,,
65737,Women Tops & Tunics,10,black,default,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,
65739,Women Tops & Tunics,10,pink,fitted,crop,,casual,solid,,short sleeves,puff sleeves,
65742,Women Tops & Tunics,10,peach,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
65744,Women Tops & Tunics,10,,,,,casual,solid,default,sleeveless,,knitted
65745,Women Tops & Tunics,10,white,regular,crop,square neck,casual,solid,solid,long sleeves,puff sleeves,tie-ups
65748,Women Tops & Tunics,10,,,regular,,casual,solid,solid,,puff sleeves,
65749,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
65750,Women Tops & Tunics,10,white,regular,regular,high,casual,solid,solid,short sleeves,regular sleeves,
65751,Women Tops & Tunics,10,red,,regular,high,party,solid,solid,,,ruffles
65753,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,
65754,Women Tops & Tunics,10,maroon,,regular,round neck,casual,solid,,short sleeves,,knitted
65756,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
65757,Women Tops & Tunics,10,green,,,,casual,solid,,,puff sleeves,
65758,Women Tops & Tunics,10,green,,,,casual,solid,,,,knitted
65759,Women Tops & Tunics,10,,regular,,sweetheart neck,casual,solid,solid,,puff sleeves,
65760,Women Tops & Tunics,10,black,,regular,,casual,solid,solid,short sleeves,,
65763,Women Tops & Tunics,10,red,regular,regular,high,party,solid,solid,long sleeves,regular sleeves,
65764,Women Tops & Tunics,10,white,regular,,round neck,casual,solid,,short sleeves,puff sleeves,
65765,Women Tops & Tunics,10,default,regular,,,casual,solid,solid,,,
65766,Women Tops & Tunics,10,white,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
65769,Women Tops & Tunics,10,maroon,regular,crop,round neck,casual,printed,typography,long sleeves,default,
65770,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
65771,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
65772,Women Tops & Tunics,10,green,regular,crop,v-neck,casual,solid,solid,short sleeves,puff sleeves,knitted
65773,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,solid,short sleeves,regular sleeves,tie-ups
65774,Women Tops & Tunics,10,,regular,regular,,casual,solid,solid,,puff sleeves,
65775,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
65776,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
65778,Women Tops & Tunics,10,,,,,casual,solid,,,puff sleeves,
65781,Women Tops & Tunics,10,default,regular,,,casual,solid,solid,,,
65782,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
65784,Women Tops & Tunics,10,,,regular,,casual,solid,,,puff sleeves,
65785,Women Tops & Tunics,10,navy blue,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,knitted
65787,Women Tops & Tunics,10,yellow,default,regular,round neck,casual,printed,typography,short sleeves,sleeveless,
65788,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
65790,Women Tops & Tunics,10,white,,,,casual,printed,,,puff sleeves,
65791,Women Tops & Tunics,10,,,,high,casual,default,,,,
65793,Women Tops & Tunics,10,green,fitted,crop,v-neck,casual,solid,solid,sleeveless,sleeveless,
65794,Women Tops & Tunics,10,yellow,fitted,crop,default,casual,solid,solid,short sleeves,regular sleeves,
65799,Women Tops & Tunics,10,pink,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
65800,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted
65802,Women Tops & Tunics,10,white,fitted,regular,high,casual,printed,default,,regular sleeves,
65804,Women Tops & Tunics,10,navy blue,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
65806,Women Tops & Tunics,10,,,regular,,casual,printed,,,puff sleeves,
65807,Women Tops & Tunics,10,multicolor,default,crop,,casual,solid,solid,sleeveless,,
65808,Women Tops & Tunics,10,white,,,round neck,casual,solid,solid,,,knitted
65809,Women Tops & Tunics,10,white,,,,casual,solid,,,,
65810,Women Tops & Tunics,10,white,,regular,v-neck,casual,solid,solid,,default,knitted
65811,Women Tops & Tunics,10,black,,regular,high,casual,solid,solid,,,waist tie-ups
65812,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
65813,Women Tops & Tunics,10,maroon,fitted,,,casual,solid,,long sleeves,,
65814,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,
65815,Women Tops & Tunics,10,,,regular,sweetheart neck,casual,solid,solid,,puff sleeves,
65816,Women Tops & Tunics,10,default,regular,,,casual,solid,,,,
65818,Women Tops & Tunics,10,,,,stylised,casual,solid,,short sleeves,puff sleeves,
65819,Women Tops & Tunics,10,,default,crop,,casual,solid,,sleeveless,,
65820,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
65822,Women Tops & Tunics,10,,,,v-neck,casual,solid,,,,
65824,Women Tops & Tunics,10,green,,,,casual,solid,,,,knitted
65825,Women Tops & Tunics,10,,default,crop,square neck,casual,solid,solid,,,
65826,Women Tops & Tunics,10,maroon,,crop,,casual,solid,solid,long sleeves,,
65828,Women Tops & Tunics,10,white,regular,,,casual,printed,default,,,
65829,Women Tops & Tunics,10,red,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,default
65830,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
65831,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,printed,floral,short sleeves,default,ruffles
65832,Women Tops & Tunics,10,pink,regular,regular,high,casual,solid,solid,short sleeves,regular sleeves,ruffles
65833,Women Tops & Tunics,10,yellow,regular,regular,round neck,party,solid,solid,three-quarter sleeves,,
65835,Women Tops & Tunics,10,yellow,,regular,round neck,casual,default,floral,,regular sleeves,waist tie-ups
65836,Women Tops & Tunics,10,,,,,casual,solid,,,default,
65837,Women Tops & Tunics,10,,,,,casual,solid,,,default,
65838,Women Tops & Tunics,10,maroon,fitted,,sweetheart neck,casual,solid,,,,
65839,Women Tops & Tunics,10,,,,,casual,printed,,sleeveless,,
65840,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,ruffles
65841,Women Tops & Tunics,10,white,,regular,stylised,casual,solid,solid,,puff sleeves,
65842,Women Tops & Tunics,10,white,fitted,,,casual,solid,,short sleeves,puff sleeves,
65843,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,default
65844,Women Tops & Tunics,10,pink,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,
65846,Women Tops & Tunics,10,,fitted,,sweetheart neck,casual,solid,,long sleeves,,
65847,Women Tops & Tunics,10,black,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
65848,Women Tops & Tunics,10,maroon,fitted,crop,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,ruffles
65849,Women Tops & Tunics,10,pink,fitted,crop,high,casual,solid,solid,long sleeves,regular sleeves,knitted
65850,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
65851,Women Tops & Tunics,10,,fitted,regular,square neck,casual,solid,,,,
65852,Women Tops & Tunics,10,default,,,round neck,casual,solid,,long sleeves,,knitted
65853,Women Tops & Tunics,10,pink,fitted,,round neck,casual,printed,,,,
65854,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,graphic,sleeveless,sleeveless,
65855,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,quirky,three-quarter sleeves,regular sleeves,
65856,Women Tops & Tunics,10,default,fitted,regular,high,casual,printed,default,long sleeves,regular sleeves,
65857,Women Tops & Tunics,10,,regular,,,casual,solid,solid,long sleeves,,
65858,Women Tops & Tunics,10,green,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
65860,Women Tops & Tunics,10,blue,,,,casual,solid,,,,knitted
65861,Women Tops & Tunics,10,,,,round neck,casual,printed,default,,regular sleeves,
65864,Women Tops & Tunics,10,red,fitted,crop,high,casual,solid,solid,three-quarter sleeves,default,knitted
65865,Women Tops & Tunics,10,white,regular,regular,,casual,printed,,,,
65866,Women Tops & Tunics,10,,,regular,v-neck,casual,solid,solid,,,knitted
65867,Women Tops & Tunics,10,multicolor,,,,casual,printed,default,,,
65868,Women Tops & Tunics,10,multicolor,,regular,high,casual,printed,,long sleeves,,tie-ups
65869,Women Tops & Tunics,10,red,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
65870,Women Tops & Tunics,10,,default,regular,,casual,solid,,long sleeves,regular sleeves,
65871,Women Tops & Tunics,10,black,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,default
65874,Women Tops & Tunics,10,black,,regular,,casual,solid,solid,short sleeves,regular sleeves,knitted
65875,Women Tops & Tunics,10,default,regular,crop,round neck,casual,solid,solid,sleeveless,sleeveless,tie-ups
65876,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,tie-ups
65877,Women Tops & Tunics,10,,fitted,regular,default,casual,solid,solid,,regular sleeves,
65878,Women Tops & Tunics,10,yellow,fitted,crop,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
65880,Women Tops & Tunics,10,white,,,,casual,solid,,,regular sleeves,knitted
65884,Women Tops & Tunics,10,black,regular,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,
65885,Women Tops & Tunics,10,peach,,,,casual,solid,solid,long sleeves,regular sleeves,
65887,Women Tops & Tunics,10,white,regular,,,casual,solid,solid,,,
65889,Women Tops & Tunics,10,white,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,
65890,Women Tops & Tunics,10,blue,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,
65891,Women Tops & Tunics,10,white,regular,crop,square neck,casual,printed,floral,short sleeves,,ruffles
65892,Women Tops & Tunics,10,,,regular,round neck,casual,printed,,long sleeves,regular sleeves,
65893,Women Tops & Tunics,10,,,regular,v-neck,casual,solid,,long sleeves,,knitted
65896,Women Tops & Tunics,10,pink,fitted,crop,stylised,casual,solid,solid,short sleeves,regular sleeves,default
65899,Women Tops & Tunics,10,black,regular,crop,round neck,casual,solid,solid,sleeveless,sleeveless,waist tie-ups
65900,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
65901,Women Tops & Tunics,10,default,fitted,crop,default,casual,solid,solid,sleeveless,sleeveless,
65902,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
65903,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,short sleeves,puff sleeves,knitted
65905,Women Tops & Tunics,10,,,regular,default,casual,solid,,,default,
65906,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,
65907,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
65908,Women Tops & Tunics,10,,,,,casual,solid,,,puff sleeves,
65909,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
65911,Women Tops & Tunics,10,white,,regular,,casual,printed,,,,
65912,Women Tops & Tunics,10,white,regular,crop,default,casual,solid,solid,short sleeves,regular sleeves,applique
65916,Women Tops & Tunics,10,red,,,,casual,solid,solid,long sleeves,,knitted
65917,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,default
65919,Women Tops & Tunics,10,,fitted,,high,casual,solid,solid,long sleeves,regular sleeves,
65920,Women Tops & Tunics,10,red,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
65924,Women Tops & Tunics,10,black,,regular,round neck,casual,solid,solid,,,knitted
65926,Women Tops & Tunics,10,,,,,casual,solid,solid,,default,
65927,Women Tops & Tunics,10,,,,sweetheart neck,casual,solid,,,,knitted
65929,Women Tops & Tunics,10,black,boxy,regular,round neck,casual,printed,graphic,long sleeves,default,
65930,Women Tops & Tunics,10,,,,,casual,solid,default,,regular sleeves,knitted
65931,Women Tops & Tunics,10,red,,,,casual,solid,,long sleeves,regular sleeves,
65932,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
65933,Women Tops & Tunics,10,yellow,boxy,regular,round neck,casual,printed,default,short sleeves,default,
65936,Women Tops & Tunics,10,white,boxy,regular,default,casual,solid,solid,short sleeves,regular sleeves,
65938,Women Tops & Tunics,10,green,fitted,crop,round neck,casual,solid,solid,three-quarter sleeves,,knitted
65939,Women Tops & Tunics,10,blue,regular,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
65941,Women Tops & Tunics,10,,regular,,,casual,solid,,three-quarter sleeves,,
65942,Women Tops & Tunics,10,,,regular,,casual,solid,,long sleeves,regular sleeves,
65943,Women Tops & Tunics,10,pink,fitted,,v-neck,casual,solid,solid,long sleeves,,knitted
65944,Women Tops & Tunics,10,default,regular,regular,,casual,solid,solid,,,
65945,Women Tops & Tunics,10,,,,high,casual,solid,,,regular sleeves,
65946,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,
65949,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,,knitted
65951,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
65952,Women Tops & Tunics,10,navy blue,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
65953,Women Tops & Tunics,10,blue,,,,casual,solid,,,puff sleeves,
65954,Women Tops & Tunics,10,navy blue,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
65955,Women Tops & Tunics,10,,,,,casual,default,,,,knitted
65957,Women Tops & Tunics,10,yellow,boxy,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,default
65958,Women Tops & Tunics,10,,,,,casual,solid,solid,,puff sleeves,
65959,Women Tops & Tunics,10,red,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
65960,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
65961,Women Tops & Tunics,10,black,boxy,regular,round neck,casual,printed,quirky,long sleeves,regular sleeves,
65965,Women Tops & Tunics,10,red,fitted,crop,v-neck,casual,solid,solid,long sleeves,puff sleeves,waist tie-ups
65966,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
65967,Women Tops & Tunics,10,yellow,,regular,,casual,solid,,,puff sleeves,
65968,Women Tops & Tunics,10,,,crop,round neck,casual,solid,,long sleeves,,
65969,Women Tops & Tunics,10,,,,,casual,solid,solid,long sleeves,,
65970,Women Tops & Tunics,10,black,regular,,,casual,printed,,,,
65971,Women Tops & Tunics,10,red,boxy,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,
65973,Women Tops & Tunics,10,white,regular,regular,,casual,solid,solid,short sleeves,puff sleeves,
65974,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
65976,Women Tops & Tunics,10,,,regular,square neck,casual,solid,,short sleeves,,
65977,Women Tops & Tunics,10,,,,,casual,default,,three-quarter sleeves,,
65978,Women Tops & Tunics,10,green,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
65979,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
65981,Women Tops & Tunics,10,multicolor,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,default
65983,Women Tops & Tunics,10,,boxy,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,
65986,Women Tops & Tunics,10,,,crop,sweetheart neck,casual,solid,,,,ruffles
65987,Women Tops & Tunics,10,,,,sweetheart neck,casual,solid,,,,knitted
65989,Women Tops & Tunics,10,,fitted,crop,default,casual,solid,,,,
65990,Women Tops & Tunics,10,default,regular,regular,,casual,default,default,short sleeves,regular sleeves,
65991,Women Tops & Tunics,10,default,regular,regular,default,casual,solid,solid,sleeveless,default,
65992,Women Tops & Tunics,10,blue,,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
65993,Women Tops & Tunics,10,red,default,,,casual,default,,three-quarter sleeves,,tie-ups
65994,Women Tops & Tunics,10,blue,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,waist tie-ups
65996,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,floral,short sleeves,regular sleeves,
65997,Women Tops & Tunics,10,,regular,,,casual,solid,,,puff sleeves,knitted
65998,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,long sleeves,regular sleeves,
65999,Women Tops & Tunics,10,multicolor,fitted,regular,round neck,casual,printed,default,long sleeves,regular sleeves,knitted
66001,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
66003,Women Tops & Tunics,10,pink,,regular,default,casual,solid,solid,,regular sleeves,
66006,Women Tops & Tunics,10,green,,,,casual,solid,,short sleeves,default,
66007,Women Tops & Tunics,10,multicolor,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,
66008,Women Tops & Tunics,10,navy blue,fitted,regular,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
66010,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
66011,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,printed,default,short sleeves,puff sleeves,ruffles
66013,Women Tops & Tunics,10,maroon,fitted,crop,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
66014,Women Tops & Tunics,10,,,,,casual,solid,solid,,puff sleeves,
66015,Women Tops & Tunics,10,pink,boxy,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,
66017,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
66018,Women Tops & Tunics,10,navy blue,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
66019,Women Tops & Tunics,10,,fitted,regular,,casual,solid,,,puff sleeves,
66021,Women Tops & Tunics,10,,regular,regular,,casual,solid,,,puff sleeves,
66023,Women Tops & Tunics,10,,regular,,,casual,solid,,,puff sleeves,
66026,Women Tops & Tunics,10,default,,regular,,casual,solid,,,regular sleeves,
66027,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,ruffles
66028,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
66029,Women Tops & Tunics,10,white,,,,casual,solid,solid,,,
66030,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,
66032,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
